Codigo;Cantidad;Precio
115245;12861;1756
124727;35331;3951
124319;20348;1958
111487;41631;3559
110687;25248;2765
106622;17695;3948
102350;27072;1506
128196;32290;3851
115452;26477;3661
125793;27284;2560
103498;26460;3254
121012;37064;3915
131688;30948;1143
113657;18248;3022
117901;41941;1791
107990;20652;1147
132096;20832;1057
129892;30221;3225
129356;34298;1405
105047;29179;3166
107954;27271;3492
101975;31737;3098
106934;21042;3699
110771;18669;1505
122842;30644;2807
131812;28422;3629
118507;26630;3827
108965;23555;2747
117088;18852;1969
127368;33513;1649
122815;14065;3450
100176;41602;2234
109071;34656;3585
122232;38966;3416
127151;30310;2195
124333;11054;3023
112438;26730;3799
106539;10676;3282
103459;27938;2477
121911;10059;2545
120452;23594;3585
109610;13310;3115
120550;21428;2877
120020;38353;3644
131872;19098;2344
111383;29530;2951
117986;40521;3558
132102;35566;2300
110856;23088;2326
129787;37853;1967
107039;14779;2652
126547;20416;2231
117419;26379;2875
126677;12223;3187
125950;34780;1897
108274;22099;2749
107721;38753;1816
112223;14331;2772
112305;42751;2270
111542;15832;3658
132233;14632;1347
123169;41771;1283
101118;20680;3970
115262;25383;3260
103387;21763;3514
127163;32417;3148
124980;23605;1401
105053;14711;2679
122895;41583;1093
118382;15817;1178
126572;12011;1725
129479;26460;1970
114358;18733;2412
129004;25533;2808
111876;10693;2858
115965;25600;2125
111800;39921;1574
126817;25385;1854
100696;23705;3688
113018;37029;2409
113590;14412;2493
113345;20577;2283
102851;36173;3495
101662;35418;2029
131490;14295;1197
130644;16832;3620
102613;24090;3316
108250;12284;1663
130715;24224;2214
130686;31299;3385
115925;40734;3138
122012;39024;1189
130318;29401;1806
103634;14949;1219
106361;38696;3531
123516;29983;3407
126985;10686;2907
123993;21308;2091
119268;20415;2611
120616;40113;2273
111586;21959;1927
121119;22483;3090
125152;12403;1545
104844;14860;3711
103688;16910;2937
114431;35018;3202
128348;30055;1158
119750;23439;3329
112936;26370;1422
129967;22060;2085
130344;19743;1790
124744;24203;1319
116355;25677;1810
112654;37776;2432
110574;10630;2903
108110;29442;3773
124302;27650;2198
132268;14963;1462
105588;36930;1961
132739;13218;1135
129227;35594;1794
116122;22227;1479
123408;30267;2185
112878;36355;2639
108262;31440;3528
127347;31247;2316
105066;29288;2866
119586;30496;3659
103187;26666;1637
126891;20478;3581
128889;21469;1208
128421;10260;3998
122790;23434;3981
107030;12877;1181
119223;26386;2172
105375;24341;3929
120563;11878;1438
124347;22045;1002
107174;30324;3087
131015;24757;2878
120423;14820;3637
104153;28636;3981
108424;21041;3444
115338;13654;1153
120807;10954;1800
123962;26979;3036
108634;27455;1921
114045;24302;2116
111976;42660;3987
130487;34384;3279
106257;19885;1296
110597;33532;3575
131791;11830;3104
125451;37542;1916
113432;34350;2518
110916;17610;3231
104970;26915;3825
102364;30626;1388
130312;16098;3645
103238;19428;3549
111982;18142;2873
114183;21215;2282
124585;40807;3414
107372;13015;1215
111699;41169;2065
114475;27565;1899
129833;15391;3810
128024;23086;3580
124398;18892;3244
115831;41645;2253
101275;41155;3788
105369;23466;1599
128622;14000;3365
111543;14256;2618
101298;16936;2684
103512;39360;1858
121433;11355;2249
107676;33233;3836
125629;25423;3186
109123;10071;3890
119847;40661;3590
104779;30161;2099
109798;14771;1509
106873;33730;2240
127007;11708;3225
114217;38578;1946
114854;23758;3318
131639;26363;1121
103025;27116;2655
113893;11414;3532
117899;19692;1265
112130;39457;3678
127893;20595;2291
126661;24024;3252
127278;40244;2523
123413;38964;1976
108258;42675;1909
129589;34411;1887
113518;36083;3877
109325;29455;1927
100210;41944;3194
108428;26995;2384
115441;39979;2996
118226;14501;3976
108340;37756;1888
129313;39201;2570
110812;26459;2758
113096;21632;1927
105553;23961;3482
119437;12499;3446
109265;22160;2409
104503;10614;3362
116932;40878;3437
113474;15723;2723
122409;27564;3249
126198;24492;2398
129076;17204;3266
100428;28655;1179
108403;15348;2116
113758;41680;3150
126996;15683;1651
129381;30306;3797
102956;24799;3584
123501;19601;3436
118270;25471;2594
103743;38625;1665
109758;27678;2423
100153;14178;2501
118859;33353;2886
119053;26880;3072
126142;10982;3489
122008;13680;2541
124150;40995;2907
118610;18790;1942
106338;17541;2766
102669;26592;1449
105138;39522;2648
115182;25510;2907
107072;32804;1127
107508;29261;1164
118857;34586;1331
113509;28256;2843
122957;15832;2653
100081;18049;1705
114230;34886;2846
129906;30105;1933
118548;28399;1614
112789;33906;3168
112262;31799;2601
131787;20310;1831
124981;39288;2006
115793;10879;1329
112363;14142;2817
129590;38526;2759
121633;13075;1152
119712;37355;3281
108833;12956;1261
112844;18417;1057
127763;24315;2594
113775;29593;1939
126341;23722;1013
128395;24036;2606
126289;23376;3734
112848;28937;1543
101363;30276;2269
127009;34175;1325
113572;10665;3260
111583;23954;1117
108255;10618;2241
105719;19128;3926
126741;16089;1708
120819;17377;1166
101558;17785;3930
106620;22129;2365
116457;17920;3058
117257;25522;1806
131958;19382;3535
107956;39632;3494
106462;17109;3678
114285;41932;3430
109196;14940;1143
121856;35295;1750
114598;40754;3703
119465;13378;2602
102125;16375;1318
108590;12900;2707
112803;28640;2008
121010;23783;2220
118135;17506;3043
120003;24321;1568
123364;31908;1834
130896;13329;2128
122761;29422;3714
118151;37774;1623
106336;22409;2667
132045;14738;2606
126432;12755;1947
111185;33973;2319
128625;36719;1200
121058;37364;3766
116148;13018;3399
118036;26063;3175
109203;18899;2631
126686;24051;1351
117779;35147;3643
112426;10494;3984
122460;20448;1597
100631;27199;1450
101244;28948;3869
113119;36235;2423
128190;23222;2211
117910;13170;2646
112575;13115;3556
112193;39041;1144
110204;11002;1968
127997;31311;1351
115731;21382;3964
106534;21385;2695
114666;14238;2888
119995;25661;1053
124792;29544;1468
120957;28168;1485
121577;32753;3050
106867;25603;1833
109390;38445;3293
127704;40055;1513
125217;19689;2531
103848;26308;1708
122934;12904;3632
111162;20993;3554
127615;28078;2933
128685;33084;1107
103721;15516;2254
117021;12386;1701
125937;15210;1995
103884;39227;3173
126166;38698;1647
108742;18942;3272
125536;28752;3593
114612;18274;3627
126271;37754;1614
125901;37440;3480
128494;40426;1952
116008;27933;2071
107926;28781;3042
108519;38965;2341
129393;20135;1427
100581;15072;1622
116308;33281;2209
111349;26472;3004
100911;40612;1225
114387;41637;1162
100251;28229;3089
108370;11007;2184
132058;22457;2223
116848;29349;2749
129485;11136;2734
111448;28438;1159
111821;23751;1564
121464;37973;1894
105581;11164;1522
131123;40027;2053
104072;28736;3092
120792;11171;2543
120629;24792;3098
113642;35306;1534
118377;41462;1841
101845;37489;2909
110967;34733;3873
103082;16746;3681
127660;28712;1687
114040;27730;2735
123832;25088;2942
107348;20839;3163
118693;26569;1856
106044;20099;1023
106378;20361;2826
113481;18930;3787
108860;20499;3026
116218;14380;3656
108969;28546;1424
124277;16247;1169
111784;11595;2698
107027;22231;2718
107097;14228;1211
104601;28637;3674
116335;42710;3413
126431;21296;3742
104446;11262;2880
102621;26084;3675
127133;40060;2678
119382;41470;1757
114684;42246;2114
106645;14010;3443
101699;30459;2691
105212;38241;2644
127440;19876;1351
132178;13790;2201
127282;32719;3939
109585;10829;1627
114799;18285;2028
132652;15161;2263
115448;19519;1871
108025;20039;1864
118238;40893;1906
130125;22394;1466
111131;34731;1332
123369;39261;3374
111890;33319;1645
126657;37553;3287
101012;10516;3060
111571;14443;1867
108041;21537;1356
127100;37166;1951
123023;24555;2409
105874;33675;1930
102441;42474;1192
128940;15003;2567
118880;17438;3270
122713;31964;2877
128728;42175;2515
115008;16216;3181
102087;38240;2023
102744;13176;1930
117852;31295;1654
101304;38934;3711
116072;38328;2549
111280;18095;1910
126708;17690;3356
111918;23479;3724
128900;19276;1267
121241;34184;1706
107574;38656;3849
100517;34660;3463
125693;13678;3457
127185;26232;3789
110250;41929;3726
116368;38126;2126
119176;16615;3246
110151;21348;2786
121255;36320;1529
111781;31593;3524
110131;34691;2898
110344;34260;2844
104301;31732;3909
114915;30214;1120
111386;42716;3946
124009;28537;1344
101764;25569;1140
132065;11569;2868
103269;14954;2796
114293;27362;2124
109396;14044;1530
110169;40427;3781
132485;17611;2449
114584;12409;3621
108292;23261;2685
110068;23401;3476
127407;37967;1589
124301;19395;3531
130198;40273;3580
103766;34540;1594
100503;28358;2509
103300;36056;3830
117571;35584;3332
103276;39394;2813
114289;37005;1102
125335;12831;2697
109843;22844;1502
132597;24125;3859
124452;19158;1430
111983;17998;2743
124097;19531;3260
127822;12563;3542
125136;19767;2749
124977;28321;3615
130509;18197;1387
128898;27511;1432
120195;26230;2594
114095;42330;2785
113377;28689;2462
127121;36246;2425
116022;18578;2551
131275;40056;2649
126569;38764;1243
128512;34837;1563
118542;39956;1262
104750;17595;3590
104813;19066;3502
124832;16296;2962
100560;28311;3814
118313;13527;1862
126129;16482;1409
106402;42742;2829
118691;18581;1798
125675;27894;1234
100366;35845;1016
103387;35500;3238
120077;30324;3061
110564;12915;3978
103442;16174;2502
127572;27615;2635
109607;20688;2177
114040;32725;2523
102871;27392;2159
132372;33959;1500
119587;36874;1165
123879;17673;1383
130336;10651;3745
125233;21240;3137
128256;30480;2856
132220;29668;2654
105657;40208;2313
124180;17859;1206
122764;24942;3964
126964;38104;2549
105743;36743;2864
125452;26701;1626
125337;32917;1495
126512;24564;3633
119054;41134;3178
101654;10190;1512
116099;21610;3059
121630;38433;2951
111930;11364;2362
131818;36684;3670
130017;11025;1513
132324;38554;3219
102673;22182;2194
125768;38329;1263
101001;13307;1903
112463;27820;1921
119455;26808;1875
128900;23116;3924
123850;29229;2748
106618;20912;2471
131169;27543;3814
112719;27420;3440
117220;39378;2265
129729;24389;2279
122207;11167;2577
106184;29186;1467
115403;42244;2955
108520;28112;2635
105348;37240;1388
130242;25519;3814
106525;11222;2262
108935;23352;3092
112704;31814;1486
102486;36107;1051
120672;19364;1123
107192;13790;3127
122720;35088;1571
124588;39633;3100
108160;10654;3996
118532;34779;3527
127020;29551;1871
107013;30567;1098
114823;23698;2459
105097;15997;3121
131266;31611;3448
126732;39682;1293
130718;18937;3549
116592;27139;1533
129969;31986;2932
111966;10747;2176
119107;16965;1102
117902;20886;1478
111577;41897;2591
118615;32107;3241
126411;26728;2029
121176;38795;3363
100993;26936;3884
120094;29196;3913
128027;12456;2548
109324;27095;2475
132025;18400;1892
116467;39251;2693
100514;33441;2544
106268;31442;2477
124146;20159;2880
107190;10440;3659
106138;19098;3849
110302;15920;3239
113114;33592;2560
110779;17321;2549
126591;34316;3399
114801;42555;3981
121725;15260;1501
103373;31423;1595
120014;38767;2409
129266;23893;1096
120217;24348;3117
125055;40575;1089
103682;27976;1238
130015;14254;2717
116289;14066;3116
131002;16228;1825
113867;18543;1412
115659;22849;3234
103348;15565;3126
131203;30859;1936
107409;11684;1758
131139;19476;1380
103551;37502;1065
130316;24719;3942
115240;20053;3285
107775;33455;2743
132561;36577;3810
116478;15526;3683
122580;29864;3222
104012;33501;1343
125981;35853;1186
102148;20988;1765
117119;16079;1826
106168;13473;3932
113141;25278;2535
105371;29007;2311
107576;13708;1094
104959;37243;3900
121125;16129;1733
107288;39115;3378
127983;35330;1622
131381;12252;2098
127503;14881;2832
103673;18471;3293
128366;34494;1074
115765;26342;2063
101702;26066;1541
122480;25344;1072
127643;32772;2064
105545;34408;3487
125805;13468;2319
128556;15733;3889
103404;20318;1343
115738;24344;2007
110416;27529;2412
113514;12035;1764
125482;42594;2248
114905;38674;3530
112195;35089;1906
128060;18337;3708
109673;17603;1544
108718;34448;1234
113338;19781;1467
128792;33567;3430
124487;23963;2916
103008;39147;2746
105769;20282;1421
117667;38587;1446
103011;14326;3285
105029;28114;2803
126750;19384;3422
118463;13572;2161
122144;22177;2030
108652;14024;3141
105627;39203;2494
107986;25587;1146
101275;13108;2967
123913;36067;1365
118713;27817;3455
101720;16711;2589
115433;22620;1412
131104;15043;2054
125562;23725;3610
118443;20768;2608
109461;26478;2997
118133;14031;2332
111341;19570;3372
125200;13023;3359
109913;21801;1757
114099;18871;2262
101768;11531;1214
113157;22588;1086
114459;27082;1867
115674;40229;2160
123329;16257;3155
110794;39591;2447
100138;20565;2456
114157;11973;2016
132333;17477;3658
121133;19172;3645
116665;16673;3977
119772;25464;3867
116573;17369;3095
117145;38625;3402
119707;37797;1557
128943;14035;3036
130999;23738;3510
114785;25050;1767
100160;17281;2172
127731;17118;3314
110737;17040;1504
130121;27312;3298
131567;13519;1512
109929;39946;3788
107603;23192;2461
105557;23685;2967
105285;17323;3796
104685;15730;1404
105294;41296;2039
103126;42395;1658
119021;27392;2318
126628;33109;1402
124951;17764;1790
128945;12398;2497
108704;36500;2351
108904;25043;2280
103977;41944;3870
116209;23311;1871
115296;13398;2730
125304;32231;2870
128698;37239;2217
118927;18627;3444
104176;14567;1526
109915;40613;3224
110557;40315;3170
129664;27099;1293
106134;19302;2076
101396;14516;1655
109016;14716;1827
130559;21973;2151
121876;15487;1297
121996;42509;1044
128711;29342;2984
118556;21428;3863
100323;27829;1630
128571;37877;2606
102513;10229;2086
124293;11419;3683
120754;26094;3132
128793;24887;2170
100458;27195;2394
129427;42160;1362
106014;27712;1164
113348;26790;1722
132713;28854;1957
131224;13871;1733
114354;37371;2018
126705;29650;2193
110826;20323;2336
128102;27341;2976
111137;39670;2989
127256;21001;1498
121863;23142;3340
111138;28495;2772
104129;15134;2126
123226;20369;3422
105107;25270;2706
130122;15721;2528
100683;31803;2909
104117;35107;3425
101752;14339;3416
125956;30684;2138
115153;22276;2269
122987;22442;2137
101714;39915;2589
122281;21706;2688
110847;19302;1004
114863;20540;2975
100940;37469;2510
107666;12892;2106
104853;33807;2238
101521;37976;3779
114233;15180;1335
102944;12694;2155
123428;20801;1985
105771;28257;2300
101621;41368;3574
105489;29561;1197
105224;34517;1970
130572;30298;2184
110334;11064;1463
110081;21593;1293
128165;35213;2942
115941;15075;1159
131661;38572;2292
127550;16769;3403
106981;38815;1801
130673;10868;3940
105850;12706;3169
105937;34052;2538
123633;39037;3111
122025;14552;2076
131343;13542;3512
101320;41958;3203
111662;32745;2604
102952;31979;3311
131883;29071;3419
111560;10859;1430
122234;36921;2814
100060;17047;1427
119131;15207;3239
116691;33469;3222
122279;34790;3934
119278;19723;2549
107700;15514;1650
132438;12740;1214
126519;34395;2681
107762;17726;3765
132148;40610;1011
132469;38465;1678
105306;13307;2627
103506;37027;2956
110938;13426;1294
104602;34349;1850
109604;31091;2509
125175;35885;3904
105220;37344;1361
129339;26192;2500
120595;21057;1167
124729;26502;3696
127624;15448;2422
123371;38948;3737
130751;34437;2188
112393;40074;1892
114452;24766;1132
119459;23019;3179
127715;22534;1897
121180;16138;2762
101194;15011;2214
102737;29966;3216
127372;28295;3721
120538;41150;2532
100631;39083;3585
111009;22200;3345
124063;36683;3874
103367;34186;3976
116691;10813;3011
110602;28339;2462
104336;27621;1367
128304;25589;1809
120990;33389;1419
125980;28802;3814
123231;37957;2273
115546;28133;1650
130297;31782;1759
101896;21182;2142
130775;22528;1582
128359;23968;1331
113571;27547;3860
107376;10421;3319
104706;41694;3163
119369;17151;2512
128949;18671;1221
130928;12864;2306
111599;41129;3105
103148;19699;2705
124416;16418;2805
109036;15844;2019
131495;13363;1336
127390;19261;2583
130214;21054;1364
125467;14636;1939
120172;36264;1087
119489;25705;2679
112887;29634;1616
112724;35653;2938
111412;27669;2792
127668;15372;3992
120717;21582;3524
107287;38362;1800
112485;22073;3100
115966;34110;2920
121514;15248;3731
127838;30770;1114
119505;22155;1512
127164;15705;1583
129745;10094;1462
105509;28807;2434
104180;34443;3995
104012;35570;1351
122274;38772;2122
114999;30632;1501
101996;30028;2829
117306;32023;1924
110330;12671;2478
123194;29393;2383
122296;13633;3283
127338;42699;2171
129099;11178;3594
126717;38857;1553
108596;40264;3457
125574;21182;1556
119352;10104;2904
124416;24381;1718
128340;35060;1731
110762;19281;2808
117876;27203;2179
108100;41307;2069
102944;42014;2284
123726;29384;1706
108507;40676;2152
107348;14514;3899
109296;36269;2934
122739;10193;2892
114385;36003;2384
111251;18249;3969
104807;23972;3025
120336;12853;2759
112602;28513;2379
132295;31229;1214
107188;23149;1304
101310;13276;3693
122490;23811;1508
104166;26144;1295
107016;26981;3287
109986;23046;3882
114255;25633;2752
108063;23886;1387
121682;34471;2866
124827;19144;2980
121964;20462;2587
127788;21393;3455
127553;20508;1113
108461;35524;1146
109303;15722;1780
123094;13240;1172
115067;28610;3441
113324;22316;2655
103173;28102;1903
113096;15859;2923
101914;28988;3994
110123;12280;1911
110773;33303;2290
108952;19635;3139
119655;20122;3595
107431;36454;1828
105866;35903;1603
111890;39872;1610
107226;16490;1354
131311;33714;2107
124173;41239;2405
114119;28059;3470
119888;40190;3771
109014;15383;1608
130979;22496;2402
122070;11029;2824
131725;21247;3734
110364;41477;1751
126891;25323;1245
106745;22832;1448
102389;19249;2459
106136;40355;3131
122075;11655;3140
130002;33077;1548
110471;15752;3752
123050;11399;2750
117212;11051;1833
125558;26389;2655
110105;17772;1215
118495;19891;2774
114723;17380;1925
107833;10757;1045
128986;16712;1428
126950;32211;3330
101906;35328;1708
123580;11092;2914
103940;18776;1047
132274;16309;1135
127822;42235;3876
129589;22415;2422
106720;18867;2610
119536;27913;2973
120674;40361;2077
127229;11735;2441
123391;35734;3137
121003;19289;3445
124564;30628;3451
114526;41344;2329
107189;14834;1471
120125;41290;2854
110855;17400;2806
120990;12782;1708
123609;11577;3364
119672;18452;1444
108562;39180;3875
115270;21676;1986
127932;35428;1655
106773;30015;1690
103902;39891;1029
116408;36302;2778
111463;33096;2756
122716;14495;2272
125766;34356;1405
102128;21128;2373
123928;13849;2172
104724;27281;2098
131050;22198;3091
110488;37389;1357
121853;41535;3958
100781;34422;1019
106645;38255;3469
128338;32941;3117
100658;30808;2487
131499;11632;1903
100304;23086;1824
130113;33065;1593
132600;22412;1573
103509;19804;2309
105670;32742;3843
122584;18521;1655
112951;23064;2123
129695;10255;3171
103514;12637;2443
100327;38657;2290
114486;19221;3609
120660;14035;2019
118918;15126;3949
127970;42479;3072
104089;36744;1938
116870;42532;2709
104950;20091;2013
126323;41048;2376
118171;36527;3489
127546;26022;2292
102373;41550;2802
102723;18548;3933
109452;42377;3645
126543;34922;2799
125494;40017;3011
107780;41560;3340
103052;29094;3447
118191;29026;2504
125398;28723;1434
101826;16658;1799
103816;32560;1521
104121;34849;1859
103248;24510;1230
127338;37386;1646
130677;42554;3734
126189;29142;3651
102320;34878;1275
118682;17048;1524
114891;41799;3906
118233;35466;1368
118685;26932;3809
105899;39904;3815
103493;14110;2163
102210;39577;3779
117937;36923;3546
111100;28918;2710
111574;22988;1307
101014;33902;3501
132380;38458;1069
100993;31534;2782
130286;19705;2781
106897;26242;1311
101752;22986;1565
113290;16578;1624
125678;39278;1856
100398;28054;3697
120046;41705;3444
101335;25002;2476
109288;17382;2363
131024;21295;2649
128905;39904;3574
106204;26296;1689
115610;17685;1591
126897;17490;2488
113369;19313;2772
104017;28402;1546
101805;37110;2729
132746;11393;2708
102603;31813;3225
104958;22323;1288
129065;14681;3865
119171;41205;1799
113864;15764;1200
113860;14340;1885
120124;30635;3239
128092;26652;1192
128779;26901;1359
102893;21944;1167
109356;10759;1549
126684;22869;2664
109127;23080;3376
130488;24262;2583
116120;36733;2485
105338;37098;3090
108409;16961;2685
101663;37994;1983
131830;20385;3894
119626;13389;3717
125961;18071;3010
123115;14718;1872
105032;39255;1738
123689;17047;2581
120359;21261;1226
129018;25492;2858
120097;25821;3902
114219;11581;3122
123748;20064;1838
124111;35416;3249
129495;42265;3883
104772;13588;2270
120207;39826;3436
113242;28965;3634
123402;29732;3887
121909;18311;2744
121298;38038;3319
113672;18149;1360
129364;34582;3719
103354;22550;1798
101900;27196;2618
105741;38957;3588
106577;29970;2551
119025;29201;3754
131184;38238;1751
121585;28568;1347
110546;40341;2640
107020;32406;3691
132445;17738;3174
130904;16483;2389
104540;14842;3436
102457;31432;3741
130944;30578;2489
120086;30538;2379
121318;26193;1847
118481;39504;1976
128552;42067;1756
121970;19873;3521
118739;11617;2000
100288;37401;3268
103912;11683;2951
101049;15029;3693
101677;25595;3973
127284;34630;3436
128883;31165;1948
106758;40804;3150
116004;24449;1444
104584;24183;2900
116915;26704;3752
108112;34810;1593
129990;21429;2240
102002;26429;3412
111659;35910;2063
118964;41038;1987
129790;25541;1010
122987;40922;2225
107150;22258;2933
125444;13853;2385
116690;12951;2764
101215;36157;2759
111263;41086;1068
129935;26022;1855
103384;32337;1754
119701;25405;2551
131914;14739;2549
118065;19590;2584
124665;37676;1148
110048;30996;1575
109571;29257;1550
131998;24277;1981
130410;41337;3758
108039;17949;2601
130910;16976;1033
125418;14976;3314
103910;17140;3234
126577;25297;2610
127984;32351;1038
111196;38121;3518
109616;15175;2090
132372;18943;3165
118628;18141;1247
113268;40636;3407
121800;16353;2110
104862;22091;1669
126944;39885;3971
106042;31251;3231
124652;21240;3730
106725;14313;1491
118682;16895;1545
108232;40653;3743
105937;32220;3323
115084;24217;2704
106165;25972;1429
122906;18730;1999
107042;30334;2197
132598;37861;3887
102240;42257;3503
123412;20139;1330
115385;31807;3584
130927;16793;3912
110641;29575;1505
104660;29992;1179
125852;30717;3394
116376;41091;3243
127166;31105;2412
104505;10290;3289
124474;11099;1872
132371;19308;3506
109693;25871;2792
116403;10411;1291
124390;31568;3726
128111;29270;2091
120797;21074;3197
125772;37538;1392
105620;41458;2879
130646;10742;2275
109476;14696;1886
125686;21875;3817
119762;21379;1344
125428;37748;2379
125579;36250;3616
114967;31263;3482
116232;41660;1261
115369;22625;3028
105751;31172;1827
130898;21480;3558
111603;12376;1188
123891;14072;3147
122810;26116;1823
123031;30513;1928
127582;29156;1794
120469;39577;3829
106281;12965;2814
113516;37523;3172
125987;39877;2962
125707;31874;1485
122623;21581;3815
122749;34371;2532
119905;31369;3063
113970;35023;2628
124563;15717;2535
109154;21922;3903
132351;18290;3328
101683;17332;3191
126997;16585;1395
122799;20261;3366
116064;17472;2036
104880;11000;3966
112111;22960;2620
102465;34407;2359
128359;10814;1324
124722;36788;2646
129626;34013;3302
105671;31884;1130
121006;14478;3469
106705;42061;2268
124222;38662;3125
106382;37592;2655
130561;28088;2017
130596;31407;1170
119887;15492;2626
117137;41871;1213
130848;14449;3879
121450;28363;3474
129380;36412;2418
130752;23822;3617
103606;11176;3349
125177;14674;2306
123674;26573;1857
114063;15146;3700
113300;33238;1921
111335;42674;3550
117673;27386;1400
105922;15048;3141
122929;31622;2711
117239;11857;1878
117253;23641;2284
127607;41916;2640
123238;25890;3044
122054;26120;3788
115000;17724;1520
121715;34023;3321
115557;20480;1217
104502;36322;2735
109054;34527;2435
119217;16011;2469
127482;19116;2290
131609;12309;3758
103074;19155;1697
129832;14065;1749
129286;42103;1291
112929;37184;1971
127255;31914;1917
119259;38205;3977
128568;34879;2904
116231;27879;3548
107354;14563;3558
125478;40592;3052
114444;31360;1277
125433;14891;1614
113158;23831;1315
123975;37215;3700
128777;34458;2778
104009;29901;2390
125240;42341;2517
120107;39698;1918
102966;10084;2519
129364;42597;1764
113572;33562;2946
111226;17376;2026
131037;14066;3575
117935;11230;2852
123896;39076;1445
101860;27882;3312
129411;29090;2678
118936;29493;3261
116848;34488;2735
109485;15509;2021
111142;22636;1311
106651;11633;2165
107706;30402;3701
114806;38188;1689
123320;32362;3939
118147;12517;3247
122379;36493;3620
123469;29109;2291
125148;36262;1635
125059;34725;3058
124290;14642;1982
129272;17682;1130
100575;36643;1303
125860;26181;1730
115900;28997;1095
113021;14171;3181
125945;16941;3446
109425;34520;2822
110775;30782;3309
129268;23931;2748
129476;36580;1750
114144;42024;3635
114411;10021;2627
123537;18185;2316
111612;24582;2002
131716;37170;1062
104614;17537;2791
122092;32360;1787
104313;28668;3680
112625;10468;1281
116904;35713;2567
109203;22305;3562
114025;21799;2788
117358;37402;3678
130815;20587;1554
102865;42624;2440
112849;22892;3750
116704;37845;2870
124707;28229;2784
104383;17004;2183
126021;26877;2081
107766;30141;2318
126036;27074;3462
105100;25227;2626
119782;42089;3333
114577;10456;3935
100403;30063;1778
120585;16278;1260
130972;25063;3167
117366;13452;3339
128927;17181;2952
107895;36089;3292
113045;10718;1474
101942;41938;2446
127442;20113;3944
129428;10414;1556
103677;31415;2426
109404;28348;2387
114107;36202;1462
127458;40282;3079
123135;24550;1272
117207;39977;3512
115101;12369;2696
131642;21160;3336
113659;10293;1974
123306;38854;3310
125160;24935;3463
132497;34789;3572
115464;18260;2594
100563;30791;1152
130134;11243;2381
115465;29917;3448
104876;11934;1918
127608;12775;3196
116809;31018;2794
