Codigo;Cantidad;Precio
121696;42511;1383
118209;35416;3656
120450;11709;2921
113746;34621;3331
118770;10599;2807
128524;12102;3594
124838;20684;3097
123320;30826;2412
107856;24001;1347
114821;32258;1097
119627;30451;3161
105974;10878;2025
131263;22780;1466
104547;23384;3681
104569;21836;2215
104037;41567;2766
100154;38615;3415
104383;30829;2180
108378;27274;1603
102566;29980;3614
123165;40431;3496
111729;15401;3620
128520;28816;2615
119070;40054;1281
103186;42230;1111
126762;42473;3014
120982;33874;3584
123314;37548;3941
120892;13365;3510
123090;38245;2698
125024;40938;1522
113859;16778;3736
125346;32580;1273
115236;41951;1643
132758;17149;3830
104556;37043;1364
122589;29447;3528
117127;31372;3415
116230;25936;1965
118266;40750;3937
103429;13291;2920
129838;21063;1954
116778;36773;2265
104876;29743;3036
114904;34914;2321
116594;34931;1067
121201;14043;2416
110251;13095;3564
109868;27547;3320
103278;30000;1014
121041;13637;3485
121676;40717;3972
110230;17542;3451
100315;28354;2972
112268;32330;3174
113028;30958;3506
121690;32007;1754
115246;42557;2148
104001;26685;2806
108459;34226;2494
106134;30073;1285
115696;18805;3777
122934;10366;3220
132469;18224;2376
104874;36965;1527
113756;38437;2194
118244;24017;1958
127277;13429;2494
130794;21123;2742
100414;19037;2574
114116;17661;2549
131379;32080;1062
119174;21233;2704
132106;40496;2064
121432;29608;3241
112055;42273;3091
112312;30642;1471
101435;12958;3675
123003;13681;2189
106166;32994;3439
115760;14952;2010
116718;41407;3895
102637;26447;3972
127541;25717;3810
128956;29013;3571
104894;39985;3152
104729;27945;2475
102077;35632;3071
115771;22671;2273
119521;16323;2066
130856;40373;3291
108054;34726;3160
122819;22403;2170
132227;37729;3078
122187;16533;1528
101447;18103;1604
114448;16044;2031
101218;21570;3299
129092;31407;1072
124620;29145;1791
125488;31123;1847
111018;32848;3982
130358;17612;2940
112665;15528;1233
104044;28937;1883
131859;18903;3080
127662;18547;1161
131919;27052;1712
110968;39331;3925
110391;24690;1248
108785;16135;1188
132157;37481;3947
117214;27255;1564
103992;15153;3727
112006;12063;1197
112537;32428;1426
131239;14356;1771
121746;20494;2069
116230;42021;2547
110463;38675;2457
127052;12230;3697
105276;25745;2496
120355;15410;2830
127018;16094;3583
111835;28427;3067
105734;25538;1240
103671;10279;2148
119024;41204;1665
131437;29519;3815
107054;25935;3808
132494;31247;2434
105859;15416;1268
126663;24047;3062
108867;20990;3060
108213;23988;3589
127846;15118;1726
126798;18541;3845
115774;20820;2566
110084;38783;1810
104364;25127;2123
103471;42223;1238
122078;27781;2077
107049;26004;1187
114936;41620;1993
102351;26366;3749
131907;37535;1090
122998;40750;2551
102833;39689;2064
106864;28795;2786
107214;27122;1657
121261;11831;1780
114308;38001;2252
120357;32484;3496
112951;39617;2329
102922;16171;2956
105759;17843;2591
117495;38089;2189
125935;32559;3170
110737;17197;3167
104234;27330;2612
121944;39816;3621
104375;25699;1245
108953;41066;1556
114057;31466;2424
126663;14672;2126
112256;18685;2255
118937;11438;3580
128976;35417;1408
113860;38740;3629
112518;17597;3737
122161;20035;2469
101383;41708;3786
120310;37965;1034
107943;34161;1197
110460;24337;3319
129695;41019;3046
113562;40758;1257
112648;36127;2941
122771;11763;3919
125619;23270;3963
116270;13891;3905
108778;40307;1873
124004;14934;3682
107139;12064;2605
114782;17954;2556
126665;31851;3342
122293;34328;2456
116780;10877;1739
123694;25973;2054
111542;32320;2552
118131;39327;2278
124588;27896;2841
106345;10382;1852
108278;32918;2022
117823;38456;1182
127766;35143;1210
122953;35180;1115
132314;17127;1792
132410;29361;1601
118289;28770;3983
111463;40949;1723
127200;18476;3447
132367;15928;3428
130454;13393;1105
131556;42613;3731
130571;11726;3188
108609;34166;1591
105194;11829;1679
116439;34391;1713
131455;41931;3146
111799;13799;2167
110809;21401;3788
126714;26914;3963
101215;29227;3455
125572;39804;1634
132659;18170;2015
118160;35254;3964
106987;14245;3227
104443;21619;3613
102539;28563;2797
119449;16839;3490
105172;19853;3097
130291;22388;2292
101166;42093;2589
126520;36761;1597
110306;32001;2954
100694;26608;1306
126562;13991;3281
118116;36860;1144
107465;29011;3163
115439;38070;1218
115424;26369;3231
121805;10378;1055
108615;37817;1443
122484;40150;3206
101779;37551;3944
112401;24096;2048
114305;15410;1646
120786;22202;1375
118673;41819;3302
130847;37786;3428
118943;25531;1465
103864;30081;3905
120409;36475;1176
110570;11474;2864
117669;17330;2163
124005;18590;3384
120910;28629;3816
127058;20953;2218
122004;36489;2811
119733;20913;3935
104819;35663;1987
131663;20087;2873
109505;11695;3781
115818;19621;2138
103528;16890;3436
114782;18913;2873
111220;12475;3498
110775;34314;2421
123813;18017;2256
119856;21177;1388
100036;23002;2885
130066;39860;2356
124661;39950;3036
103057;31562;2698
113073;29562;2144
120377;33684;1060
123188;11870;3887
108693;33284;2018
107394;23351;3928
130437;29909;1160
100940;35461;3641
132617;16949;2366
113248;28165;2815
126063;36666;3994
119149;35044;1495
110872;26889;2302
118579;16799;1027
114271;23734;3791
117643;29065;1415
126780;10948;3751
117949;22319;2563
120763;35149;1427
100893;26631;1991
126824;29757;1131
120052;13117;1118
105775;27945;2864
120339;10871;3530
123251;21662;2625
120995;34524;2274
116282;17664;3242
101143;28622;3973
108230;39769;2819
132419;22035;1254
104185;13476;3813
102152;29025;3607
100424;26221;3197
107798;18313;1098
101686;28651;2501
106931;27573;2221
105865;40154;1981
118149;35188;2435
117939;42432;1795
131283;41611;2531
119086;37217;2697
128956;30659;3002
120499;35210;1520
105547;13355;2290
110236;18817;2038
122754;28554;1097
121034;38588;3325
120482;18416;1573
124135;42157;2678
115805;31661;1869
106213;27325;3109
101823;25620;2458
109308;24529;3258
125158;18128;1889
128156;20729;1636
124901;30396;2363
127245;12552;3486
126056;32381;1030
131510;23879;2986
106736;24134;2720
101181;30614;1228
121535;37782;2592
126461;12414;3752
119761;31954;3982
115084;15403;3239
101999;33789;2501
120899;17234;2023
130119;41742;3448
127236;32090;1825
114947;39298;3083
126132;21363;2762
109790;24133;2126
109092;33879;2517
124328;18957;3476
108126;20200;1340
111917;30122;3597
129164;15856;3625
109066;42251;1449
100349;22952;3597
111691;41696;1369
114666;21454;2042
113005;31261;2761
120843;18809;2706
119698;20942;3738
121380;33260;1036
105998;42238;2384
109575;13325;3496
107927;29601;1264
123590;25687;2258
122043;10933;3921
118533;27482;3876
124264;12577;2004
121773;14630;3445
108208;37884;3727
118646;33849;2452
102920;34872;1549
104180;21180;2711
114100;12527;3463
114744;17217;3617
107047;41151;2793
102942;13885;2746
124532;12792;3809
129248;35813;3148
117798;25739;2930
110213;41550;3095
132383;16889;1845
123206;11724;1264
106058;42679;3144
127746;31248;3682
114754;36283;1940
103505;11376;3312
123710;26163;1745
115421;20573;2063
116196;25750;1400
124420;23802;2715
102094;30604;2663
112119;36676;2076
102117;24161;2189
104649;30300;1574
110305;41469;2913
130613;30659;1676
113811;12956;2011
118269;28591;3850
105656;31671;2782
132655;30147;2363
126093;11484;2271
130491;18637;2313
125541;37228;1777
111897;33880;1674
106204;27254;1225
131564;39218;3013
116877;42273;2910
132080;40505;1734
100943;19822;3574
131214;33039;3914
122977;36916;1521
118760;30333;2384
129814;20641;1124
115012;22704;1140
122330;38059;1879
103958;30104;3619
104354;10545;3691
113182;14863;3048
108083;10687;3449
132185;13972;2643
108475;24881;1866
122794;16568;3859
128684;36776;3251
101261;32915;1020
113122;22417;2640
132154;39902;2148
124796;13994;3789
122610;30852;1159
115432;20811;1501
119415;20158;3612
102166;17759;2742
101594;34596;1425
103375;34766;2373
110374;15156;2092
115104;19014;3209
105617;12088;2875
115168;24746;1433
101944;21147;2195
108720;25740;2695
122257;20488;2359
122125;14972;2363
100120;35049;2626
110409;28697;2073
119782;36894;1513
102536;31516;1455
111664;26121;3015
130580;32990;1201
126430;27711;2670
100771;19205;2849
108988;20859;2259
132066;14685;2574
126709;42666;3370
114922;10756;2125
102355;29738;1354
116322;18552;3246
113663;37519;2578
131454;18724;2128
109490;19597;2344
128798;39550;1240
128150;30674;3056
117428;21977;2235
123979;20736;1849
100539;35186;3513
132550;35585;2141
124909;41578;1177
101901;15460;2669
114801;39070;2249
106998;13714;2988
121527;22435;2890
100852;24820;1616
131016;34648;1499
117273;10848;1711
127781;39867;1185
132052;40298;1481
115348;18194;2077
119830;33384;1293
111211;23171;1897
121826;20562;2702
101682;41127;2238
105076;23999;1862
119741;39632;2340
100227;26028;2762
116484;38116;2812
115017;17623;1248
104296;36137;2303
128344;23241;2676
113961;17493;3850
113764;17906;1007
109617;16308;1279
114825;21598;3677
117121;27218;3689
131768;35557;3642
119532;41822;2973
114512;41709;1233
121312;14152;3692
105227;25362;1812
104544;20041;1878
112841;20821;3554
119697;38475;1110
126432;32159;2102
115034;10106;1529
118264;39350;1741
102157;10716;2615
100513;20475;3217
115984;26562;2073
123419;23690;1798
124924;35831;2644
114192;25746;2710
127415;39917;1640
101937;30208;3000
105835;40288;1059
118767;36303;3773
104295;37929;3603
125898;36252;2732
130639;28718;3926
101870;14674;1726
120110;27832;2171
115473;15372;1519
106042;39319;3719
103892;24435;3632
124018;39896;3533
124950;41804;1748
101979;30461;3394
106737;19190;2611
130699;12530;2363
119648;21756;1201
120508;12857;2334
101058;13583;2047
112800;12546;3182
115122;41728;3860
109494;37159;3113
130278;29080;2266
127425;15430;1202
124700;13913;3772
105399;23665;2819
126016;10128;3341
110405;26922;1839
131397;34882;1983
110903;27040;1935
119661;20950;3191
131942;32882;1791
120055;39310;3959
115959;37983;2705
120424;33831;3043
121370;34472;2853
123627;33856;2222
130172;13073;1271
113530;12373;1665
116787;16072;1632
122837;17260;1081
110795;21142;1235
124264;26569;2055
112825;37417;2562
113586;19788;2798
112998;17753;3446
113367;21819;1611
103559;35246;1942
115793;23462;3146
120710;20893;1221
108290;27312;2765
114724;17453;2060
110367;32348;2062
114073;35592;1649
106400;32691;3429
101347;38431;2892
103991;21588;3654
126718;41840;2588
121870;23510;2852
127549;16009;2049
111785;34442;1344
127999;16100;2216
108996;26987;3335
114797;23850;3345
126474;24946;3613
105999;38653;3183
100854;35967;1864
132429;38374;3089
126268;10387;3644
120900;31078;1284
132232;23063;2884
123504;36209;2260
124542;32864;2053
114710;28073;1726
121911;11182;3215
105343;11070;1094
116917;35417;2937
131673;36412;2528
102404;19182;2951
131032;19625;1920
125436;36706;1742
112760;24779;3076
120292;12717;2431
100964;21859;2266
129898;21602;1512
115187;14791;3950
129702;39465;1736
119736;18718;3494
118819;29983;1310
120346;30511;2611
119588;23431;3830
111215;23162;1321
115617;24921;2041
117259;40604;1588
109229;20105;3916
107974;39726;1183
117571;22565;3978
116457;10898;2445
121521;13967;3738
124537;14713;2575
130837;32138;2287
126045;37637;2504
128941;27344;2590
113116;30411;2762
108002;26209;2624
105298;23850;1486
114521;15321;3844
123708;17327;3367
102519;13929;1368
124140;15999;1402
111632;20805;2623
118647;11516;2881
118841;11433;2619
121289;40733;1833
102783;31678;1064
120537;34363;2334
103657;14858;1437
111994;34620;3593
132753;14131;2752
110906;32090;3039
114102;32308;2681
107076;17414;1031
123033;22874;3660
129109;33682;3024
125315;18088;2348
102675;20384;3229
103360;10344;2146
119913;14229;3621
103034;27678;1080
123326;18550;3412
117937;22031;1713
110357;15612;3599
131280;10784;1559
120705;33734;3032
128899;39608;2216
100464;11503;1004
106714;19687;2450
103863;34671;3023
124902;27906;2466
117352;35861;2396
100432;20852;1197
106711;30458;1935
102033;37242;2306
112220;29117;1567
112352;21490;1687
106416;16361;3158
124907;32411;2262
116987;19534;2062
122357;26699;3666
121064;37183;2719
102391;20744;2484
110686;28395;3471
113609;14601;2927
108722;27215;1722
108421;19463;1520
110692;21611;2309
120232;34926;2417
125646;19656;2422
128662;41537;1414
102734;17271;1830
105862;28629;3689
103622;24064;2975
129039;33464;2392
128154;16388;3474
118468;31051;1712
130151;33665;2563
113313;42504;1584
109604;30196;3498
101949;28521;3957
132732;18129;3057
115447;22497;1674
126841;35079;1466
104855;32627;2863
113105;35973;2798
121633;14532;3854
101246;30214;3126
102856;35254;2813
127591;27272;1654
129856;13308;3143
124993;28978;2276
109798;15390;3392
110836;10663;1090
112499;26079;3352
131359;28138;1110
121651;21270;3222
115357;15968;3253
122624;28230;3658
109334;15260;1592
109416;40100;2245
113910;17644;3014
112838;27466;1793
116076;25581;3414
129601;39364;3796
100922;19594;1724
100578;38976;1439
110720;13867;3779
112968;23043;1391
131526;32269;2139
117663;19702;2473
108271;11250;1153
121061;27999;1552
116955;27048;2009
119203;22830;2364
120042;37661;2128
106918;34910;2437
128916;34808;3770
108887;30810;3044
117206;10479;3588
100554;13933;3631
114213;14930;3897
131479;22937;1647
106532;37505;2064
117780;13946;3194
132693;22093;1517
127386;30706;3979
128882;24174;2707
123086;24020;3452
118078;34962;1893
119331;16079;2621
105699;31677;3831
131611;40257;2977
110914;39651;1443
103400;14012;3771
130491;21006;1106
125569;33888;2647
127056;26986;3705
114498;13920;1827
114750;26376;3628
132277;24385;1600
119384;37699;1881
100630;21435;1074
106185;15618;3018
106409;19011;2384
113675;12875;3270
108803;37281;1227
123185;22255;3227
127443;22572;3865
124375;42538;3219
122060;34166;1587
102491;36238;3904
128959;42638;2999
127778;16030;1673
115975;28971;3023
114716;41426;1299
129495;31832;2259
124357;20745;1914
100102;36216;3399
101202;14479;3383
116080;20154;2783
109003;34109;2153
122885;32858;1999
106050;11110;1244
124184;18494;2847
111978;25991;1497
103829;15311;1033
125748;23283;2046
123935;11812;1986
129346;32249;3447
126792;16593;2567
124237;28211;3648
125283;16381;2949
105684;38651;3987
107933;33424;2027
122283;11066;1807
111968;28042;2096
115524;22292;1440
127534;26098;1777
122566;21782;2117
118647;32470;1699
119891;22516;2079
109847;39247;3637
107014;15101;2398
126588;35474;2789
132502;31429;2228
107432;16488;2069
129952;25790;3633
125062;22191;2133
106491;34739;1789
103502;12457;3821
121013;34918;3423
112114;32577;2337
114046;25785;3486
129983;14752;2716
109484;13616;2564
119737;32659;1480
129831;28590;3039
106340;13756;2686
123599;24498;1013
102643;31110;1540
121670;18319;2421
131339;24393;3488
116004;15173;2002
103338;22318;1191
119794;37133;3000
108493;42411;1137
119181;36021;2369
106723;41647;3073
116158;33369;3581
125500;32474;3563
130083;25129;3178
127977;12372;1607
120510;16942;2145
107984;28957;1759
124366;23636;2310
110812;30448;3339
126393;26144;3774
102291;20746;1135
125480;29916;2225
114298;12920;3239
117167;39971;3212
100875;28605;3655
106387;28170;2997
103212;11489;3248
127373;19294;2799
109671;13655;2217
107929;22451;1817
115028;18743;1104
129071;14385;1767
124654;25529;2517
122243;21861;3949
118484;11518;1531
118934;30595;2555
127139;32130;3215
125244;37333;1364
107489;41933;1659
110186;15697;1059
125500;36165;3144
101479;35720;2713
105738;39208;2439
110258;21107;2204
123461;18703;3955
117693;42688;2812
101507;17564;1892
115921;15792;1776
108176;19992;3208
124588;12457;3524
112310;25633;1998
108483;27653;2465
102111;28871;1121
100141;16324;3018
103947;41131;1872
113561;25649;2873
109780;23788;1480
115686;40339;1435
127478;30993;1143
111410;20867;2727
101656;33336;1769
118912;42373;3296
103746;20259;3067
124475;29159;1214
128457;35072;3488
129097;17699;1682
110492;29445;2922
104297;13103;2262
118313;19250;1193
114444;35196;2189
110178;18641;1344
108276;35742;2865
105348;36247;3956
115759;26061;3977
104620;25709;3815
126294;22970;1310
114530;30026;2359
115727;40820;1443
113307;14249;3945
113220;22354;3680
123629;30072;3167
119704;35606;2571
109537;11932;3100
111597;27596;2943
113572;12633;3506
111143;34575;3979
130449;22079;3421
103025;27060;3512
103745;36462;2292
118179;24345;3714
105256;26954;1636
127908;33666;3848
117991;29436;1192
120025;34112;3559
109274;24398;1830
115459;33706;3749
108943;27847;2002
128024;19461;2445
129313;23059;1172
127478;37865;3894
114100;15379;2151
104461;36304;2952
113539;36147;3573
130120;40909;2222
114237;32472;1682
119520;28059;2972
112291;31735;2560
128227;40582;3326
129706;30788;2006
114574;40156;3523
103306;10609;1545
104144;20459;3639
123522;12405;2989
130953;21171;1626
127030;38618;2474
104045;14543;1545
115707;26743;3288
110221;24660;1338
128867;11309;2175
110319;27269;2729
110570;40571;1043
125124;36533;2452
101273;26371;1836
108571;25009;3221
110318;40537;1367
114461;12667;3189
119158;27569;2980
118848;34896;3842
111575;23112;3880
112105;39714;2112
107836;21663;1237
108151;42762;3773
128860;34780;2390
108983;24171;3156
116637;23531;1057
110878;20918;1259
108797;15679;1090
112240;35083;2885
118213;15166;3534
113809;39726;3917
106805;35507;1918
130229;17296;2281
106664;24045;2838
130603;40021;1544
131300;19527;3473
123255;33430;2024
104333;16722;2689
120700;39525;1065
125435;12248;2048
107480;13611;3868
129499;40812;1517
112075;22652;3447
114024;11083;2345
124225;40062;1430
128034;16309;2833
117199;24681;1850
100932;24329;2214
131012;14543;3307
117868;35395;2460
103336;20147;1773
105018;41146;2381
116403;30610;1964
123333;14626;3545
130851;28138;1679
116538;10820;3252
101761;36581;3567
115464;17392;1361
101422;11569;2964
132702;10502;3149
102615;12851;2575
125163;25017;3818
114585;15883;2936
119836;10577;2182
105978;35881;1213
122701;15636;3082
120846;25958;3092
126381;39463;2587
103516;10713;1986
125374;13949;1053
131923;19429;1025
132028;25910;2917
105855;17196;3846
126799;20725;3946
102334;22897;3695
119378;22294;1736
112402;35981;1559
113051;42200;2732
120311;26625;3708
117249;21442;1472
125765;32210;3543
119573;29949;3846
120565;22953;1685
112207;37717;2942
119663;14958;2681
102548;16915;2284
117298;24032;3848
101733;25349;3899
114915;34516;2735
102940;30778;1434
104496;29206;1130
120055;42596;3483
108559;30510;1276
116461;37601;3264
130353;26997;2719
116854;38100;1678
109013;17214;1842
114897;21214;3142
118834;34806;3084
109684;28491;1475
120621;27539;2139
123553;25299;1131
109096;31912;1887
129879;10824;1817
101115;39920;3577
112152;34239;1349
125310;18235;1303
120641;18453;2956
128557;30457;2666
128220;11235;1101
118221;21715;1222
126269;24382;1921
113177;14111;1550
102601;35287;1319
108509;24586;1281
112046;35152;1925
109845;20684;1831
116608;36331;1633
121308;24646;3999
114165;13782;2286
107862;33234;3475
101680;20419;3832
107485;37948;2904
124769;40337;2918
124429;31249;3137
121507;22061;3190
129171;29636;3301
116571;20982;3351
101055;35175;3954
109195;20293;2273
120398;38111;3913
103633;42220;3235
101605;32477;2266
111117;38603;1467
122933;20486;3842
118498;25798;1980
114628;42254;2900
106638;42691;3706
111556;12212;3972
100555;10366;1402
122509;34778;1709
127677;20046;3526
112264;30517;2036
100113;10292;3915
100535;28491;1521
107744;19144;3181
120858;19632;2373
104944;24037;1623
116892;15303;2143
118883;40738;3507
132185;21106;3276
123138;27247;3921
131154;36726;3381
131229;17792;1226
115179;15229;2019
123955;31429;2695
121036;28918;3195
117476;38678;1928
112885;10064;2174
110052;10606;2940
102192;21309;2115
128468;34367;2576
106009;20728;1535
119389;38979;3110
113786;11981;2525
113628;34526;1589
114096;23894;1776
102520;15976;1457
127825;38942;3410
128265;16633;1627
107337;21682;3716
128906;42635;1160
118824;32584;3562
111637;27026;1325
104801;37760;1759
114325;39259;3847
120728;34032;3644
107186;24008;1602
130403;15985;2847
112812;28747;3772
114429;36980;3233
108819;23599;1560
107489;34237;2069
103077;35976;3372
129870;37721;3832
109755;30827;3412
117012;17327;3288
116229;11832;3741
111169;42484;1891
127626;42259;2034
117137;17009;2312
126248;10227;3247
125343;26967;3432
126980;28612;1784
106317;13592;2014
124079;10886;1541
102628;23166;1748
104420;19331;1037
122579;12274;2551
124462;42214;3340
114970;33465;3995
126432;34136;2844
110787;11278;2901
100374;29810;2755
118519;12636;1229
126397;16167;1805
131982;25100;2703
118495;24941;2415
101172;10917;1911
102806;36049;3608
127343;34855;2669
113530;41914;1762
118063;30701;3876
131945;36746;1701
104108;16255;1708
131829;27609;2519
107459;17682;2198
116194;11132;1539
119822;15531;1356
121711;11298;3667
116839;30499;2309
122987;13213;3076
113054;30590;2117
100927;40511;2626
110725;26701;2006
121459;10189;2994
103841;28184;1487
106335;16623;1658
121116;29957;1896
102909;24883;3333
123861;18224;1237
100894;18936;2779
108696;18038;2053
113004;18648;2444
104684;24480;2969
127749;18541;1370
131825;34349;1635
100494;29828;3768
132680;36657;1389
100105;29473;1384
125954;26370;1559
126182;17880;2364
119288;12456;3152
106482;24426;3433
119851;12105;2736
116029;26540;1823
114419;14608;3736
128523;39962;2277
125737;12345;1661
128106;17835;3638
115091;27209;1222
116490;27835;3745
103732;22172;3695
120672;23084;3088
105556;27856;2477
106049;41225;3738
122457;16567;1476
125561;28242;2660
131277;23760;3443
109062;17588;1249
100378;34172;1091
109057;10341;3737
127213;38505;2605
117343;41814;2723
101699;39150;1762
129542;33907;3882
121978;19776;1196
115953;23730;3394
112654;31187;2587
106845;37666;3510
112327;15175;3556
117290;34095;1557
108154;38048;1875
107512;39640;3131
131253;29389;1687
112557;36500;1548
121064;34720;3878
100454;30477;3315
131820;40903;3420
115710;29956;1139
108279;13415;1397
119978;20975;1611
111705;17504;1198
130925;27707;1202
112288;19062;2178
118337;37943;3360
100586;15551;1734
120391;35081;1552
119188;14126;3262
117101;10058;2114
107656;38424;2176
131131;41743;3301
111829;42746;3344
103367;26002;3766
110165;34037;2638
100617;27321;1182
112274;33719;2812
116227;21790;3241
114727;34501;2696
122482;28539;3623
122440;40039;1784
100613;34936;1070
110148;31397;3150
102235;37455;1554
117526;25110;3410
104997;16838;3555
107358;15725;2771
108610;41070;3561
132191;26123;1769
105150;13348;2546
117968;38142;2972
121062;37453;2636
102565;34098;1120
128764;32576;2453
103194;30410;3952
118577;10970;2683
126628;27849;2296
126949;16694;2193
105114;30115;1686
127848;29431;2073
117934;25673;1291
103592;23213;2049
100492;25288;1598
127382;19767;1970
105030;34967;2580
112422;16690;3160
116804;28204;3046
113717;40407;3722
118782;25707;2183
108478;31700;1965
117930;21000;1684
128030;17151;2788
100757;37376;1597
115805;42495;3469
100853;21924;3335
123315;22841;1550
118347;20988;2470
